account,traditional_category
a19302,isolated
a18044,both_directions
a29154,backward_only
a20565,forward_only
a31100,isolated
a14597,isolated
a25575,backward_only
a09921,isolated
a07131,isolated
a02292,isolated
a31439,backward_only
a27697,forward_only
a04276,both_directions
a01255,forward_only
a18279,forward_only
a28294,isolated
a01679,both_directions
a16791,both_directions
a25784,backward_only
a28362,isolated
a07029,both_directions
a30116,isolated
a07911,isolated
a18093,forward_only
a24050,isolated
a26207,forward_only
a21476,isolated
a28645,isolated
a17193,isolated
a00888,both_directions
a11902,isolated
a24078,isolated
a01169,isolated
a18831,both_directions
a31316,isolated
a13019,isolated
a25719,forward_only
a03127,isolated
a12539,forward_only
a06167,isolated
a30170,isolated
a00996,backward_only
a21497,forward_only
a11988,isolated
a12991,both_directions
a08781,backward_only
a22003,isolated
a29923,isolated
a16012,both_directions
a22254,backward_only
a05486,isolated
a16756,backward_only
a20053,backward_only
a05096,isolated
a21632,backward_only
a21842,isolated
a02633,backward_only
a15859,isolated
a02237,both_directions
a30498,isolated
a22281,isolated
a00077,backward_only
a30299,backward_only
a09151,isolated
a17339,forward_only
a18600,forward_only
a05772,isolated
a31483,backward_only
a10681,backward_only
a02137,isolated
a28258,both_directions
a06891,isolated
a21830,isolated
a03996,isolated
a22322,isolated
a05224,forward_only
a11876,backward_only
a24727,isolated
a29801,isolated
a19739,both_directions
a29299,isolated
a13145,isolated
a09773,isolated
a02675,backward_only
a10393,isolated
a28231,both_directions
a30887,backward_only
a02153,backward_only
a26928,both_directions
a22026,isolated
a01095,forward_only
a28947,backward_only
a21665,isolated
a28190,both_directions
a26770,isolated
a28906,both_directions
a30726,isolated
a09200,both_directions
a26643,backward_only
a30461,isolated
a12392,backward_only
a06790,forward_only
a27223,isolated
a24553,isolated
a16767,forward_only
a00835,backward_only
a00786,isolated
a05866,forward_only
a19048,both_directions
a22506,both_directions
a00606,forward_only
a30993,isolated
a21651,isolated
a04329,forward_only
a03164,backward_only
a09597,isolated
a03136,backward_only
a06847,backward_only
a03396,isolated
a17857,isolated
a30353,isolated
a01333,isolated
a10220,isolated
a09082,backward_only
a31156,backward_only
a24672,backward_only
a24146,isolated
a09029,isolated
a06225,backward_only
a12592,isolated
a07195,isolated
a15188,isolated
a21235,backward_only
a06483,isolated
a22477,backward_only
a31249,isolated
a09538,backward_only
a18208,backward_only
a29084,isolated
a23286,isolated
a24446,isolated
a04677,backward_only
a05706,isolated
a28307,isolated
a17037,both_directions
a31009,backward_only
a01189,backward_only
a16614,isolated
a16930,both_directions
a27759,backward_only
a28296,isolated
a10199,both_directions
a15483,forward_only
a11631,isolated
a31161,backward_only
a01451,both_directions
a20992,both_directions
a00050,isolated
a26969,forward_only
a12723,forward_only
a10439,isolated
a08709,backward_only
a10610,forward_only
a17392,backward_only
a21137,isolated
a28280,isolated
a14451,isolated
a22579,isolated
a11982,isolated
a04134,both_directions
a13155,isolated
a28144,backward_only
a25948,isolated
a13347,forward_only
a27625,forward_only
a05182,isolated
a02195,isolated
a26138,forward_only
a11922,forward_only
a17966,isolated
a25401,isolated
a16385,backward_only
a04763,both_directions
a20421,isolated
a00277,backward_only
a24382,backward_only
a02274,backward_only
a14836,isolated
a06983,isolated
a31231,backward_only
a21678,both_directions
a17414,isolated
a01328,both_directions
a07158,isolated
a17390,backward_only
a13388,backward_only
a27181,both_directions
a16247,isolated
a04364,forward_only
a22606,forward_only
a28370,isolated
a03309,isolated
a08934,isolated
a00758,backward_only
a24290,isolated
a18032,isolated
a21801,isolated
a08770,isolated
a02656,backward_only
a27447,backward_only
a14798,isolated
a07425,backward_only
a06230,isolated
a04356,backward_only
a14919,both_directions
a11836,both_directions
a05464,backward_only
a31002,isolated
a25861,isolated
a08729,isolated
a12840,backward_only
a20991,isolated
a17679,both_directions
a19923,isolated
a11784,isolated
a05087,isolated
a20164,backward_only
a16263,forward_only
a24964,both_directions
a27765,backward_only
a14155,backward_only
a12421,backward_only
a09416,both_directions
a02623,isolated
a18233,backward_only
a17278,forward_only
a12223,both_directions
a06611,isolated
a16300,isolated
a02466,isolated
a05173,both_directions
a20691,backward_only
a04416,isolated
a26302,backward_only
a21115,both_directions
a16948,isolated
a09429,both_directions
a28614,forward_only
a30692,forward_only
a22120,isolated
a13753,backward_only
a20296,isolated
a26742,isolated
a11832,both_directions
a25649,backward_only
a29284,isolated
a14713,isolated
a25985,isolated
a27672,backward_only
a08180,isolated
a11456,isolated
a10739,isolated
a01736,isolated
a00975,isolated
a29990,isolated
a19105,isolated
a27689,isolated
a19596,forward_only
a26406,backward_only
a29129,forward_only
a27219,backward_only
a30163,isolated
a02899,backward_only
a05888,isolated
a20345,isolated
a11303,isolated
a15699,isolated
a00241,backward_only
a12699,isolated
a22222,isolated
a21755,isolated
a21744,isolated
a03709,backward_only
a05579,both_directions
a26862,isolated
a00124,isolated
a25759,isolated
a26124,isolated
a11870,isolated
a06517,both_directions
a01418,both_directions
a16041,both_directions
a08183,forward_only
a02848,both_directions
a09304,backward_only
a16575,both_directions
a11798,forward_only
a27696,isolated
a15000,backward_only
a08040,isolated
a25610,isolated
a14319,isolated
a18370,backward_only
a23205,isolated
a29251,both_directions
a10302,both_directions
a20375,forward_only
a00714,both_directions
a26401,both_directions
a17208,isolated
a29963,isolated
a09105,backward_only
a26801,isolated
a01420,isolated
a31418,isolated
a10648,isolated
a00772,isolated
a03551,isolated
a19402,isolated
a06562,backward_only
a21366,isolated
a00005,both_directions
a11090,isolated
a20462,backward_only
a13097,both_directions
a19542,both_directions
a20484,backward_only
a28738,forward_only
a07042,backward_only
a20993,isolated
a23634,isolated
a14684,backward_only
a00119,isolated
a16771,isolated
a03504,both_directions
a08565,isolated
a01184,isolated
a18146,isolated
a04658,backward_only
a11532,backward_only
a14783,isolated
a00324,isolated
a07624,isolated
a27287,isolated
a30867,forward_only
a04429,isolated
a01955,isolated
a14930,isolated
a12603,isolated
a14549,backward_only
a20476,isolated
a23118,both_directions
a24889,isolated
a14384,isolated
a17775,isolated
a10080,backward_only
a07901,isolated
a10422,backward_only
a13116,forward_only
a26031,isolated
a29685,isolated
a02636,backward_only
a29628,isolated
a01072,both_directions
a17177,backward_only
a27218,both_directions
a14002,isolated
a29652,backward_only
a24651,both_directions
a04024,backward_only
a07676,isolated
a13341,backward_only
a27132,both_directions
a04956,both_directions
a15587,isolated
a20205,isolated
a14700,isolated
a08622,backward_only
a13838,both_directions
a23360,isolated
a02940,both_directions
a13225,isolated
a14022,forward_only
a12128,isolated
a15468,isolated
a12914,isolated
a31479,isolated
a15738,isolated
a04257,isolated
a15553,isolated
a12909,backward_only
a17071,isolated
a23883,both_directions
a08509,forward_only
a22543,isolated
a21471,forward_only
a16931,backward_only
a31048,isolated
a16352,isolated
a26533,both_directions
a02660,forward_only
a15516,both_directions
a08682,isolated
a07306,isolated
a10191,forward_only
a05943,isolated
a09403,forward_only
a21026,forward_only
a05174,isolated
a16026,both_directions
a14288,isolated
a15118,backward_only
a19366,forward_only
a16243,both_directions
a26397,isolated
a23123,isolated
a17680,isolated
a25579,backward_only
a16182,backward_only
a09272,isolated
a19535,isolated
a06331,isolated
a28700,backward_only
a13509,isolated
a25655,forward_only
a11197,forward_only
a01284,isolated
a26627,isolated
a09673,isolated
a16391,backward_only
a27526,isolated
a26860,isolated
a26720,backward_only
a00743,isolated
a30822,isolated
a05253,backward_only
a23981,isolated
a09986,isolated
a13281,isolated
a12714,isolated
a24098,isolated
a21731,backward_only
a02131,isolated
a06907,backward_only
a01171,isolated
a01833,isolated
a12495,both_directions
a26193,isolated
a30882,both_directions
a08121,backward_only
a12500,forward_only
a15085,forward_only
a01906,backward_only
a16025,backward_only
a30609,isolated
a18468,isolated
a23911,isolated
a05286,both_directions
a18158,isolated
a06003,isolated
a25914,forward_only
a01934,backward_only
a25245,isolated
a05303,backward_only
a20024,both_directions
a28185,forward_only
a25727,isolated
a31153,isolated
a25836,backward_only
a14554,backward_only
a03302,isolated
a02745,isolated
a15093,isolated
a07009,backward_only
a09268,isolated
a02354,both_directions
a22266,both_directions
a01595,forward_only
a03141,forward_only
a03261,isolated
a15226,isolated
a27887,isolated
a12424,backward_only
a28321,isolated
a18485,isolated
a21297,isolated
a20676,isolated
a24355,backward_only
a13766,isolated
a20123,both_directions
a04252,isolated
a12297,both_directions
a14888,both_directions
a11051,isolated
a14301,isolated
a27178,isolated
a05448,isolated
a00251,isolated
a05415,isolated
a27272,both_directions
a20226,both_directions
a02298,isolated
a05730,backward_only
a27445,isolated
a13528,both_directions
a22642,both_directions
a03075,isolated
a11996,backward_only
a03306,backward_only
a12303,isolated
a28205,both_directions
a14547,backward_only
a13135,forward_only
a17910,isolated
a02254,isolated
a19759,both_directions
a30463,both_directions
a12801,backward_only
a06353,isolated
a28342,backward_only
a21636,backward_only
a04791,forward_only
a10811,isolated
a11133,isolated
a21768,isolated
a20643,isolated
a16540,isolated
a03023,backward_only
a06876,isolated
a30179,backward_only
a10526,forward_only
a19167,isolated
a00211,both_directions
a22405,isolated
a30834,backward_only
a21475,both_directions
a29371,backward_only
a09762,backward_only
a28033,isolated
a25388,isolated
a17053,isolated
a18830,isolated
a25722,backward_only
a07537,isolated
a22092,isolated
a07695,isolated
a03992,both_directions
a17040,forward_only
a21605,isolated
a18969,backward_only
a03704,isolated
a26559,isolated
a10859,backward_only
a14965,both_directions
a00735,isolated
a14933,forward_only
a17458,backward_only
a26702,backward_only
a01545,backward_only
a19092,forward_only
a26191,both_directions
a18833,isolated
a03239,both_directions
a08531,isolated
a01464,isolated
a27720,isolated
a14148,backward_only
a24735,backward_only
a22467,backward_only
a04339,isolated
a06463,isolated
a28948,isolated
a21227,both_directions
a06813,both_directions
a30762,backward_only
a14984,isolated
a29568,both_directions
a01093,isolated
a00976,isolated
a29704,isolated
a14414,isolated
a27005,isolated
a05041,isolated
a28789,isolated
a03357,isolated
a07127,both_directions
a18880,forward_only
a15634,forward_only
a08654,isolated
a19813,isolated
a18975,backward_only
a13663,isolated
a05671,isolated
a19841,both_directions
a20865,forward_only
a09337,isolated
a01927,both_directions
a18476,forward_only
a26652,forward_only
a26289,backward_only
a01531,both_directions
a02000,both_directions
a12750,both_directions
a09789,backward_only
a16190,both_directions
a05325,isolated
a13660,isolated
a12704,both_directions
a07828,backward_only
a08820,isolated
a01096,both_directions
a14643,isolated
a28152,isolated
a17935,both_directions
a00837,backward_only
a31236,backward_only
a10190,both_directions
a25764,isolated
a18456,backward_only
a12772,both_directions
a06767,forward_only
a10057,isolated
a01782,both_directions
a22799,forward_only
a01250,backward_only
a06029,both_directions
a30673,backward_only
a06595,both_directions
a05150,isolated
a19802,isolated
a07138,isolated
a20265,isolated
a23735,backward_only
a20727,isolated
a21549,isolated
a01398,backward_only
a02032,both_directions
a07668,isolated
a03726,isolated
a25028,isolated
a16473,both_directions
a07240,backward_only
a12112,isolated
a23850,both_directions
a06709,isolated
a21676,backward_only
a12019,backward_only
a09688,isolated
a31004,backward_only
a14579,backward_only
a06921,isolated
a24201,isolated
a30334,isolated
a08309,isolated
a19863,isolated
a26615,isolated
a23979,backward_only
a22173,isolated
a22113,forward_only
a28110,isolated
a24787,isolated
a10443,both_directions
a15224,isolated
a08619,both_directions
a26297,both_directions
a02391,isolated
a13642,both_directions
a23255,forward_only
a03554,both_directions
a02682,isolated
a01279,isolated
a09608,backward_only
a02384,isolated
a27919,both_directions
a21119,isolated
a20624,backward_only
a29780,forward_only
a31441,both_directions
a22612,isolated
a20815,isolated
a29260,forward_only
a22065,isolated
a14546,backward_only
a27950,backward_only
a19755,both_directions
a15056,isolated
a03190,both_directions
a08460,backward_only
a03932,backward_only
a21797,forward_only
a10875,forward_only
a18711,forward_only
a31401,isolated
a16100,isolated
a30996,forward_only
a13792,backward_only
a00148,isolated
a02770,backward_only
a06248,both_directions
a29056,both_directions
a05911,isolated
a15142,forward_only
a13308,backward_only
a14135,isolated
a14819,both_directions
a30073,backward_only
a29486,both_directions
a21798,both_directions
a06163,both_directions
a26457,backward_only
a25396,isolated
a15471,both_directions
a16816,isolated
a26137,isolated
a18800,isolated
a28209,backward_only
a23598,backward_only
a11146,both_directions
a26213,backward_only
a19581,both_directions
a05297,forward_only
a12938,both_directions
a16698,forward_only
a22171,isolated
a02731,isolated
a08162,backward_only
a10715,isolated
a13952,both_directions
a02373,isolated
a30497,forward_only
a26058,backward_only
a13196,isolated
a10570,backward_only
a02534,isolated
a17054,forward_only
a06586,forward_only
a24988,both_directions
a29696,isolated
a14539,forward_only
a15031,isolated
a31342,isolated
a24757,forward_only
a30664,isolated
a12842,backward_only
a08188,forward_only
a04439,forward_only
a15038,isolated
a13200,backward_only
a23352,isolated
a11427,isolated
a21467,isolated
a23110,backward_only
a09540,forward_only
