account,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize
a27064,28547249910186.344,28547249910186.344,6,38855950560000.0,38855950560000.0,9,32490080000000.0,32490080000000.0,10,76444558826008.98,76444558826008.98,13
a11414,0.0,0.0,0,141410000000.0,141410000000.0,2,0.0,0.0,0,222130000000.0,222130000000.0,1
a20730,8149797282095.57,8149797282095.57,5,4097493168400000.0,4097493168400000.0,9,1086862583698116.0,1086862583698116.0,25,860093448950000.0,860093448950000.0,25
a30448,0.0,0.0,0,789908587580000.0,789908587580000.0,5,4124311254761.411,4124311254761.411,3,803717143170585.4,803717143170585.4,5
a07048,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,614029550000.0,614029550000.0,4
a22911,0.0,0.0,1,5.0009961e+16,5.0009961e+16,3,0.0,0.0,0,1.9535189052779004e+16,1.9535189052779004e+16,5
a25650,218338834399999.97,218338834399999.97,5,6420247500000.0,6420247500000.0,8,0.0,0.0,0,2031979540000.0,2031979540000.0,5
a05997,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,38658345435787.28,38658345435787.28,5
a28317,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,4728580000000.0,4728580000000.0,5
a00306,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1
a03506,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,12120000000.0,12120000000.0,1
a31208,8249999764.17,8249999764.17,1,191969999457.78,191969999457.78,5,13136454999693.61,13136454999693.61,2,1372469999221.95,1372469999221.95,6
a07022,0.0,0.0,0,16966600000000.0,16966600000000.0,1,0.0,0.0,0,16968800000000.0,16968800000000.0,1
a29843,0.0,0.0,0,15895253740000.0,15895253740000.0,5,0.0,0.0,0,25316100000000.0,25316100000000.0,5
a01408,0.0,0.0,0,0.0,0.0,5,1825914155170000.0,1825914155170000.0,8,33284124000000.0,33284124000000.0,8
a21692,175950000000.0,175950000000.0,5,1357000000000.0,1357000000000.0,9,88312240000000.0,88312240000000.0,12,838730000000.0,838730000000.0,13
a19039,74602720780000.0,74602720780000.0,5,1498350568000000.0,1498350568000000.0,9,7755475675385400.0,7755475675385400.0,15,2449937839999387.0,2449937839999387.0,17
a26864,0.0,0.0,0,31690120361691.445,31690120361691.445,5,12224440000000.0,12224440000000.0,8,62832840000000.0,62832840000000.0,8
a02467,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2937737013771.171,2937737013771.171,5
a22839,0.0,0.0,0,22151420130000.0,22151420130000.0,5,1200000000000.0,1200000000000.0,2,23665290000000.0,23665290000000.0,5
a09250,35260121100000.0,35260121100000.0,5,483342050000.0,483342050000.0,7,0.0,0.0,0,428230000000.0,428230000000.0,1
a08389,373013603900000.0,373013603900000.0,25,973410350500000.0,973410350500000.0,25,0.0,0.0,3,89911370100000.0,89911370100000.0,5
a03305,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,9974739200000.0,9974739200000.0,5
a04283,0.0,0.0,0,86103900000.0,86103900000.0,2,0.0,0.0,0,524997400000.0,524997400000.0,2
a27825,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,49966000000000.0,49966000000000.0,3
a00271,296990550000000.06,296990550000000.06,1,19772938113037.805,19772938113037.805,5,35173841887307.63,35173841887307.63,6,31413111699240.047,31413111699240.047,9
a22714,10192860000000.0,10192860000000.0,1,10675170000000.0,10675170000000.0,5,2412570000000.0,2412570000000.0,3,30578580000000.0,30578580000000.0,3
a24096,0.0,0.0,0,0.0,0.0,5,318280718593.6096,318280718593.6096,1,609107910843158.8,609107910843158.8,5
a25472,0.0,0.0,0,0.0,0.0,5,2206880280238.7563,2206880280238.7563,1,4940990000000.0,4940990000000.0,2
a05973,0.0,0.0,0,62014550500000.0,62014550500000.0,5,0.0,0.0,0,41980697010248.75,41980697010248.75,5
a19679,0.0,0.0,0,8978799999740.65,8978799999740.65,5,0.0,0.0,0,11197900000000.0,11197900000000.0,1
a07997,0.0,0.0,0,1009898600000000.0,1009898600000000.0,3,0.0,0.0,0,1009978160000000.0,1009978160000000.0,2
a20208,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0,152189450000.0,152189450000.0,2
a20046,0.0,0.0,0,11298184550832.14,11298184550832.14,5,1362783608400000.0,1362783608400000.0,10,26754382543984.16,26754382543984.16,13
a28326,365956930000.0,365956930000.0,8,20240260000000.0,20240260000000.0,8,416223000000.0,416223000000.0,9,25118753460000.0,25118753460000.0,9
a06407,2385529867000000.0,2385529867000000.0,10,1503661000000000.0,1503661000000000.0,10,1472444840000000.0,1472444840000000.0,25,1503370000000000.0,1503370000000000.0,25
a12558,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,42000000000.0,42000000000.0,1
a01044,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5
a25599,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0,69767600000.0,69767600000.0,5
a04872,0.0,0.0,0,79976480000000.0,79976480000000.0,3,0.0,0.0,0,79995590000000.0,79995590000000.0,1
a19844,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5
a17840,0.0,0.0,0,87554459999693.61,87554459999693.61,5,420718700000000.0,420718700000000.0,10,1.0095409073993848e+16,1.0095409073993848e+16,12
a15789,62937870047922.68,62937870047922.68,10,30749423560115.336,30749423560115.336,13,10848883534776.182,10848883534776.182,12,30007366787275.516,30007366787275.516,13
a09140,0.0,0.0,0,59854920000.0,59854920000.0,5,0.0,0.0,0,145137900000.0,145137900000.0,3
a30310,171136329204416.03,171136329204416.03,25,21998720608863.0,21998720608863.0,25,0.0,0.0,0,4747603636363.65,4747603636363.65,5
a21240,1.49152004026e+16,1.49152004026e+16,10,50240810000000.0,50240810000000.0,13,2590302608900000.0,2590302608900000.0,20,40637504999462.41,40637504999462.41,21
a11228,373013603900000.0,373013603900000.0,25,1500916994500000.0,1500916994500000.0,25,215338875041324.44,215338875041324.44,21,1248331373900000.0,1248331373900000.0,21
a16252,3996789999387.22,3996789999387.22,2,66899999080.83,66899999080.83,6,381959998774.43994,381959998774.43994,4,30428759998468.05,30428759998468.05,8
a02457,27661128300000.0,27661128300000.0,25,152077582000000.0,152077582000000.0,25,0.0,0.0,0,30478852400000.0,30478852400000.0,5
a00455,0.0,0.0,0,520946577458.7197,520946577458.7197,2,3836992500000.0,3836992500000.0,1,583106577458.7197,583106577458.7197,1
a27840,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,59134800000.0,59134800000.0,1
a14171,0.0,0.0,0,21276630000000.0,21276630000000.0,1,0.0,0.0,0,21389290000000.0,21389290000000.0,1
a19457,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,5
a09069,0.0,0.0,0,17699889600000.0,17699889600000.0,3,0.0,0.0,2,3858959515305.3145,3858959515305.3145,5
a20109,0.0,0.0,0,0.0,0.0,5,210457528190767.03,210457528190767.03,25,1131547053000000.0,1131547053000000.0,25
a17296,184250000000.0,184250000000.0,1,1330949620000.0,1330949620000.0,5,69080000000.0,69080000000.0,1,836160000000.0,836160000000.0,2
a25075,0.0,0.0,0,22063999951.07,22063999951.07,2,75869134198.73605,75869134198.73605,3,123881000000.0,123881000000.0,4
a12838,0.0,0.0,0,392467660000000.0,392467660000000.0,5,1169649611853226.0,1169649611853226.0,10,2316161404691059.0,2316161404691059.0,13
a03734,0.0,0.0,0,549983508172.281,549983508172.281,2,0.0,0.0,0,598577208172.7649,598577208172.7649,1
a23011,506959800000000.0,506959800000000.0,2,245253770000000.0,245253770000000.0,6,632881539396947.4,632881539396947.4,7,550699031700000.0,550699031700000.0,9
a17145,0.0,0.0,0,9998950000000.0,9998950000000.0,1,0.0,0.0,0,10000000000000.0,10000000000000.0,1
a10218,0.0,0.0,1,0.0,0.0,4,0.0,0.0,0,197480000000.0,197480000000.0,1
a00798,0.0,0.0,0,1457805938484.845,1457805938484.845,5,0.0,0.0,0,1553165938484.845,1553165938484.845,5
a04149,0.0,0.0,0,101516511300000.0,101516511300000.0,5,0.0,0.0,0,9969317459071.71,9969317459071.71,5
a06769,0.0,0.0,0,2247627826158.593,2247627826158.593,5,0.0,0.0,0,4591340999663.16,4591340999663.16,3
a01728,0.0,0.0,0,2254360000000.0,2254360000000.0,1,0.0,0.0,0,2255200000000.0,2255200000000.0,1
a12008,0.0,0.0,0,4086900000.0,4086900000.0,5,0.0,0.0,0,24160000000.0,24160000000.0,3
a29593,4863200000000.0,4863200000000.0,20,2010762793320000.0,2010762793320000.0,20,0.0,0.0,0,402119888000000.0,402119888000000.0,4
a10935,0.0,0.0,0,509902500000000.0,509902500000000.0,3,0.0,0.0,0,509983200000000.0,509983200000000.0,1
a21298,259291517704.0,259291517704.0,9,652925286000.0,652925286000.0,10,692216307710000.0,692216307710000.0,10,120794943314032.0,120794943314032.0,10
a20653,0.0,0.0,0,0.0,0.0,5,82421020000000.0,82421020000000.0,5,122374789998774.44,122374789998774.44,9
a28505,0.0,0.0,0,19865850000000.0,19865850000000.0,4,9619000000000.0,9619000000000.0,2,19945030000000.0,19945030000000.0,2
a04530,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5
a22574,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,490000000000.0,490000000000.0,2
a19910,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5
a15980,0.0,0.0,10,207814822000000.0,207814822000000.0,10,0.0,0.0,0,41549296400000.0,41549296400000.0,2
a14946,21360100000000.0,21360100000000.0,4,1956320000000.0,1956320000000.0,4,0.0,0.0,0,2526589672029.928,2526589672029.928,5
a20413,0.0,0.0,0,0.0,0.0,5,4916000000000.0,4916000000000.0,5,43013437500.0,43013437500.0,5
a08848,3220994740567730.0,3220994740567730.0,15,1169183335184186.0,1169183335184186.0,15,584824805926613.0,584824805926613.0,5,271049940036958.25,271049940036958.25,8
a12281,0.0,0.0,0,24991600000000.0,24991600000000.0,1,0.0,0.0,0,24991600000000.0,24991600000000.0,1
a11233,0.0,0.0,0,34311200000000.0,34311200000000.0,2,0.0,0.0,0,34393227652000.508,34393227652000.508,2
a01460,29654437200000.0,29654437200000.0,20,301655000000.0,301655000000.0,20,0.0,0.0,0,50713000000.0,50713000000.0,4
a16291,0.0,0.0,0,131390328120000.0,131390328120000.0,5,169542443599831.97,169542443599831.97,5,310620742400000.0,310620742400000.0,8
a28979,0.0,0.0,0,1.50099901636e+16,1.50099901636e+16,4,4932590000000.0,4932590000000.0,3,4.503001655999999e+16,4.503001655999999e+16,3
a25900,0.0,0.0,0,15734975329000.0,15734975329000.0,5,0.0,0.0,0,54207869600000.0,54207869600000.0,5
a23584,0.0,0.0,0,0.0,0.0,1,160642611518397.0,160642611518397.0,15,0.0,0.0,15
a21053,0.0,0.0,0,309990030022400.0,309990030022400.0,1,0.0,0.0,0,309996850000000.0,309996850000000.0,2
a02875,0.0,0.0,0,0.0,0.0,5,692066142500000.0,692066142500000.0,5,4776500000000.0,4776500000000.0,5
a14664,0.0,0.0,0,85774699200000.0,85774699200000.0,5,0.0,0.0,0,8261186716363.056,8261186716363.056,5
a23926,0.0,0.0,0,1009980500000000.0,1009980500000000.0,3,0.0,0.0,0,1009995800000000.0,1009995800000000.0,2
a31367,0.0,0.0,0,9484512480000.0,9484512480000.0,5,19421769120000.0,19421769120000.0,2,171534921999481.94,171534921999481.94,6
a18752,0.0,0.0,0,4986591900000.0,4986591900000.0,5,0.0,0.0,0,2499410131738.3,2499410131738.3,5
a18531,1997342500000000.0,1997342500000000.0,15,116093571500000.0,116093571500000.0,15,0.0,0.0,0,14774912979995.35,14774912979995.35,5
a09294,35260121100000.0,35260121100000.0,5,2573104100000.0,2573104100000.0,6,0.0,0.0,0,689290000000.0,689290000000.0,1
a29513,29198902999.78303,29198902999.78303,1,36700000000.0,36700000000.0,5,99256729260.90364,99256729260.90364,3,196095167508.66412,196095167508.66412,5
a05783,0.0,0.0,0,28970120000000.0,28970120000000.0,3,181080264949528.7,181080264949528.7,10,84808344998850.0,84808344998850.0,12
a01319,0.0,0.0,0,511189184269538.06,511189184269538.06,4,0.0,0.0,0,520495082900000.0,520495082900000.0,2
a27498,104880000000.0,104880000000.0,6,99840000000.0,99840000000.0,6,99840000000.0,99840000000.0,6,104880000000.0,104880000000.0,6
a00631,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,9996676750000.0,9996676750000.0,1
a24220,0.0,0.0,0,95353282824.55,95353282824.55,5,0.0,0.0,1,435609508385000.0,435609508385000.0,3
a05245,676726000000000.0,676726000000000.0,7,829684000000000.0,829684000000000.0,9,236360631040000.0,236360631040000.0,20,1909164400000000.0,1909164400000000.0,21
a27384,0.0,0.0,0,12568595800000.0,12568595800000.0,5,64240279194987.234,64240279194987.234,25,160087525867649.5,160087525867649.5,25
a15195,0.0,0.0,0,274346957900000.0,274346957900000.0,1,584824805926613.0,584824805926613.0,5,491220628300000.0,491220628300000.0,9
a03956,21869162979.75768,21869162979.75768,1,23974202979.75768,23974202979.75768,5,11137321625464.46,11137321625464.46,3,348266611787.4403,348266611787.4403,5
a24174,0.0,0.0,0,5915599500000.0,5915599500000.0,5,324939162232412.1,324939162232412.1,5,49059300000000.0,49059300000000.0,5
a29304,0.0,0.0,0,284929985497371.4,284929985497371.4,2,584824805926613.0,584824805926613.0,5,1424655571000000.0,1424655571000000.0,5
a06670,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,236915964060000.0,236915964060000.0,5
a13761,0.0,0.0,0,6974895592363.21,6974895592363.21,5,171268419379114.44,171268419379114.44,15,75764961983275.28,75764961983275.28,16
a20649,193500000000.0,193500000000.0,5,2718452900000.0,2718452900000.0,8,2630810500000.0,2630810500000.0,5,193500000000.0,193500000000.0,5
a11712,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,386653835137.86664,386653835137.86664,1
a01486,1985510000000.0,1985510000000.0,4,1715920000000.0,1715920000000.0,7,1715920000000.0,1715920000000.0,4,2265690500000.0,2265690500000.0,6
a14868,0.0,0.0,1,899812845900000.0,899812845900000.0,5,0.0,0.0,6,1342339151200000.0,1342339151200000.0,8
a24509,0.0,0.0,0,155395395600000.0,155395395600000.0,5,0.0,0.0,2,390544078499998.8,390544078499998.8,4
a26964,1054204499667.6,1054204499667.6,2,46235495302000.0,46235495302000.0,5,659675168619695.8,659675168619695.8,12,71823060599667.6,71823060599667.6,14
a12635,0.0,0.0,0,14270203672499.578,14270203672499.578,5,122694849188308.44,122694849188308.44,20,150666862275723.3,150666862275723.3,21
a28764,0.0,0.0,0,0.0,0.0,5,313637250358511.75,313637250358511.75,20,24831069999619.688,24831069999619.688,20
a03411,14984000000.0,14984000000.0,1,2984000000.0,2984000000.0,3,2984000000.0,2984000000.0,1,14984000000.0,14984000000.0,1
a19082,4257323468383.6,4257323468383.6,5,14528505300000.0,14528505300000.0,5,0.0,0.0,0,2946160700000.0,2946160700000.0,1
a02100,0.0,0.0,0,5745233240000.0,5745233240000.0,5,1144699060000.0,1144699060000.0,1,4041129760000.0,4041129760000.0,5
a18343,0.0,0.0,0,2393777073415.1377,2393777073415.1377,5,0.0,0.0,0,2382050256150.738,2382050256150.738,5
a16712,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0
a16009,0.0,0.0,0,0.0,0.0,5,829936951408000.0,829936951408000.0,13,251467864000000.0,251467864000000.0,13
a09825,98347047300000.0,98347047300000.0,5,42895000000.0,42895000000.0,6,26641450000000.0,26641450000000.0,5,0.0,0.0,5
a09354,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1492803130381.9749,1492803130381.9749,5
a19346,0.0,0.0,0,105828141253067.92,105828141253067.92,2,0.0,0.0,0,13887883679408.912,13887883679408.912,1
a18605,0.0,0.0,0,22001645124735.89,22001645124735.89,5,0.0,0.0,0,2103100432804.519,2103100432804.519,5
a02763,0.0,0.0,0,0.0,0.0,0,49718314000000.0,49718314000000.0,5,24115000000000.0,24115000000000.0,5
a13956,373013603900000.0,373013603900000.0,25,235726193496629.8,235726193496629.8,25,0.0,0.0,0,15362620000000.0,15362620000000.0,5
a30694,0.0,0.0,0,5289290900000.0,5289290900000.0,4,28758508753845.617,28758508753845.617,15,10228243950057.25,10228243950057.25,15
a13524,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,166560700000.0,166560700000.0,5
a26657,0.0,0.0,0,189141660000.0,189141660000.0,1,0.0,0.0,0,846027698846.2733,846027698846.2733,2
a16815,55605759500000.0,55605759500000.0,25,31782268400000.0,31782268400000.0,25,0.0,0.0,0,6826280680000.0,6826280680000.0,5
a10547,0.0,0.0,0,34010000000.0,34010000000.0,2,0.0,0.0,0,78760000000.0,78760000000.0,1
a09803,0.0,0.0,0,37186583586618.9,37186583586618.9,5,256614900000000.0,256614900000000.0,15,134133478800000.0,134133478800000.0,15
a06266,0.0,0.0,0,19804760000.0,19804760000.0,1,0.0,0.0,0,768100000.0,768100000.0,2
a17484,0.0,0.0,0,0.0,0.0,5,96760300000.0,96760300000.0,1,1145870000000.0,1145870000000.0,2
a11422,530605866627.70215,530605866627.70215,10,1755498500000.0,1755498500000.0,13,462599000000.0,462599000000.0,15,763565751078.55,763565751078.55,17
a15219,0.0,0.0,0,0.0,0.0,0,3672802212611.845,3672802212611.845,5,2724797435143.84,2724797435143.84,5
a07651,0.0,0.0,5,11999903500000.0,11999903500000.0,5,0.0,0.0,0,2429392445936.9297,2429392445936.9297,1
a07475,0.0,0.0,0,418458000000.0,418458000000.0,1,0.0,0.0,0,423120000000.0,423120000000.0,1
a14964,0.0,0.0,0,0.0,0.0,0,174042272338925.0,174042272338925.0,7,119429581505873.4,119429581505873.4,9
a22631,3306352660000000.0,3306352660000000.0,25,249370315650000.0,249370315650000.0,25,0.0,0.0,0,13218573842074.27,13218573842074.27,5
a23448,220297480000000.0,220297480000000.0,1,39446455279693.61,39446455279693.61,5,176491673499693.62,176491673499693.62,5,1181481278500000.0,1181481278500000.0,9
a12361,0.0,0.0,0,202694134500.0,202694134500.0,5,0.0,0.0,0,14853200000.0,14853200000.0,1
a31397,0.0,0.0,0,0.0,0.0,0,1991151700000.0,1991151700000.0,1,11441615000000.0,11441615000000.0,4
a22549,0.0,0.0,0,83919338993699.8,83919338993699.8,3,0.0,0.0,0,66694200200000.0,66694200200000.0,5
a02147,1982150000000.0,1982150000000.0,25,35454771000000.0,35454771000000.0,25,0.0,0.0,0,7068498200000.0,7068498200000.0,5
a01845,0.0,0.0,0,16990262867000.002,16990262867000.002,5,81023496709792.11,81023496709792.11,9,97494764700000.0,97494764700000.0,9
a02880,35260121100000.0,35260121100000.0,5,10602239300000.0,10602239300000.0,9,0.0,0.0,0,6353912540000.0,6353912540000.0,5
a01345,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,73330250000.0,73330250000.0,4
a02696,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,1197800000000.0,1197800000000.0,1
a24629,0.0,0.0,0,0.0,0.0,2,9765666946800000.0,9765666946800000.0,5,0.0,0.0,6
a11531,278000000000.0,278000000000.0,4,2482862592000.0,2482862592000.0,8,5241216984000.0,5241216984000.0,12,1351410625000.0,1351410625000.0,13
a20840,0.0,0.0,0,19533110000000.0,19533110000000.0,1,584824805926613.0,584824805926613.0,5,97699150000000.0,97699150000000.0,5
a20328,0.0,0.0,0,414950000000.0,414950000000.0,5,1397590381650001.0,1397590381650001.0,16,179056779473030.5,179056779473030.5,17
a10037,0.0,0.0,0,33574085700000.0,33574085700000.0,1,0.0,0.0,0,33575975700000.0,33575975700000.0,1
a22178,0.0,0.0,0,0.0,0.0,5,120977965522617.88,120977965522617.88,15,678017701449870.5,678017701449870.5,17
a08841,211940435126.60388,211940435126.60388,9,1023196821461645.0,1023196821461645.0,12,23482780000000.0,23482780000000.0,2,108917651979809.3,108917651979809.3,6
a13172,0.0,0.0,0,41984800230000.0,41984800230000.0,5,0.0,0.0,0,44004128640000.0,44004128640000.0,5
a28228,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,5685000000.0,5685000000.0,2
a07360,0.0,0.0,0,44267095700000.0,44267095700000.0,1,584824805926613.0,584824805926613.0,5,141758368500000.0,141758368500000.0,9
a25058,0.0,0.0,0,2690440000000.0,2690440000000.0,5,0.0,0.0,1,13676623800000.0,13676623800000.0,5
a01706,0.0,0.0,0,5480548380000.0,5480548380000.0,5,0.0,0.0,0,6735271264570.861,6735271264570.861,5
a22857,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,1297274099611.08,1297274099611.08,5
a00377,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,16128680000000.0,16128680000000.0,5
a01830,494540000000.0,494540000000.0,1,342069780000.0,342069780000.0,3,342069780000.0,342069780000.0,1,494540000000.0,494540000000.0,1
a04830,0.0,0.0,0,0.0,0.0,5,218188700310000.0,218188700310000.0,5,149613223499740.66,149613223499740.66,6
a22339,0.0,0.0,0,249943669599127.88,249943669599127.88,5,304221185181002.0,304221185181002.0,10,293213722533580.9,293213722533580.9,13
a12300,10441000000000.29,10441000000000.29,11,1242353350000000.5,1242353350000000.5,13,3099335216700000.0,3099335216700000.0,18,1402376350000000.2,1402376350000000.2,18
a07571,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,330680000000.0,330680000000.0,5
a28119,0.0,0.0,0,168513576800000.0,168513576800000.0,1,217196037163940.72,217196037163940.72,5,700638526800000.0,700638526800000.0,8
a21977,0.0,0.0,1,6226090000.0,6226090000.0,4,57197815000000.0,57197815000000.0,2,19580000000.0,19580000000.0,2
a06710,0.0,0.0,0,9862500000000.0,9862500000000.0,5,990250000000.0,990250000000.0,1,9962500000000.0,9962500000000.0,1
a04076,0.0,0.0,0,160210481200000.0,160210481200000.0,1,5452252801572.857,5452252801572.857,5,125968950900000.0,125968950900000.0,9
a20802,0.0,0.0,0,0.0,0.0,0,23075642699393.4,23075642699393.4,11,620762553300000.0,620762553300000.0,11
a05917,50997900000000.0,50997900000000.0,1,50669517400000.0,50669517400000.0,3,919517400000.0,919517400000.0,1,50997900000000.0,50997900000000.0,1
a00920,0.0,0.0,0,16389421300000.0,16389421300000.0,1,45706000000000.0,45706000000000.0,5,1118160500000.0,1118160500000.0,9
a25794,526321153590.0,526321153590.0,3,640153517086679.8,640153517086679.8,5,0.0,0.0,0,49997084813820.55,49997084813820.55,5
a24946,10007824150000.0,10007824150000.0,1,14949626200000.0,14949626200000.0,5,68658000000000.0,68658000000000.0,5,74997900000000.0,74997900000000.0,5
a25508,0.0,0.0,0,7019984073599870.0,7019984073599870.0,5,895399136620000.0,895399136620000.0,10,7587137588224936.0,7587137588224936.0,13
a18595,53751075113354.375,53751075113354.375,9,3198570000000.0,3198570000000.0,10,3991180000000.0,3991180000000.0,2,49736435196514.61,49736435196514.61,6
a25696,1367862339600000.0,1367862339600000.0,10,369070000000.0,369070000000.0,13,0.0,0.0,0,183200000000.0,183200000000.0,4
a28008,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,12060000000.0,12060000000.0,2
a31490,0.0,0.0,0,18202196230876.0,18202196230876.0,5,0.0,0.0,0,33799579046730.7,33799579046730.7,5
a28993,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,260700000000.0,260700000000.0,5
a07852,0.0,0.0,0,14904483000000.0,14904483000000.0,5,1169649611853226.0,1169649611853226.0,10,362763970000000.0,362763970000000.0,13
a14368,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,17690000000.0,17690000000.0,3
a07574,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,1247971998897.5,1247971998897.5,5
a29285,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,123505212000000.0,123505212000000.0,5
a13598,0.0,0.0,0,106144100000000.0,106144100000000.0,1,589923059726613.0,589923059726613.0,10,87031749400000.0,87031749400000.0,13
a14112,0.0,0.0,0,0.0,0.0,5,1157194440000.0,1157194440000.0,20,4785264000000.0,4785264000000.0,20
a11663,0.0,0.0,0,68870904000000.0,68870904000000.0,2,877980683240000.0,877980683240000.0,10,344047050000000.0,344047050000000.0,10
a28702,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,2520200000.21,2520200000.21,2
a30782,0.0,0.0,0,18719340000000.004,18719340000000.004,1,584824805926613.0,584824805926613.0,5,93823900000000.0,93823900000000.0,5
a21861,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,12774000000.0,12774000000.0,2
a14695,2757058500000000.0,2757058500000000.0,25,114014260934812.58,114014260934812.58,25,0.0,0.0,0,6023221471070.385,6023221471070.385,5
a06803,10364777460000.0,10364777460000.0,2,178804720000.0,178804720000.0,5,27551016000.0,27551016000.0,2,10685937460000.0,10685937460000.0,4
a13399,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8990550000000.0,8990550000000.0,1
a04419,46358786000000.0,46358786000000.0,25,24303864857199.754,24303864857199.754,25,22388974793029.66,22388974793029.66,5,11876393831439.951,11876393831439.951,9
a03498,0.0,0.0,0,100196557200000.0,100196557200000.0,1,0.0,0.0,0,100197607200000.0,100197607200000.0,1
a06930,0.0,0.0,1,2998874324588914.5,2998874324588914.5,4,0.0,0.0,0,3419556823150955.0,3419556823150955.0,5
a13073,0.0,0.0,0,55026800000.0,55026800000.0,3,43973759700000.0,43973759700000.0,5,1149200000000.0,1149200000000.0,5
a02632,0.0,0.0,0,85920000000.0,85920000000.0,2,0.0,0.0,0,166470000000.0,166470000000.0,1
a18731,0.0,0.0,0,1218828120000.0,1218828120000.0,5,169554806539831.97,169554806539831.97,6,4256906896760.0,4256906896760.0,9
a15723,0.0,0.0,0,759816700000000.0,759816700000000.0,3,0.0,0.0,0,759962200000000.0,759962200000000.0,2
a24649,0.0,0.0,0,8069950000000.0,8069950000000.0,5,0.0,0.0,0,8638320000000.0,8638320000000.0,1
a13950,0.0,0.0,0,314070159000000.0,314070159000000.0,5,358735842758328.0,358735842758328.0,15,1172181702585600.0,1172181702585600.0,17
a13729,634983740750000.0,634983740750000.0,5,104983090800000.0,104983090800000.0,9,0.0,0.0,0,3470837937586.303,3470837937586.303,5
a22679,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,4000000000.0,4000000000.0,2
a30457,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,5
a27560,0.0,0.0,6,32615720780442.137,32615720780442.137,8,0.0,0.0,6,18336144000000.0,18336144000000.0,8
a18820,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,312430000000.0,312430000000.0,5
a14855,53925013083733.81,53925013083733.81,6,70497699769053.11,70497699769053.11,8,0.0,0.0,0,9575400121465.516,9575400121465.516,5
a09554,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,994750000000.0,994750000000.0,1
a03952,157221750000000.0,157221750000000.0,5,249937000000000.0,249937000000000.0,5,0.0,0.0,0,49995170000000.0,49995170000000.0,1
a31195,3767088489600000.0,3767088489600000.0,10,12439363000000.0,12439363000000.0,10,0.0,0.0,0,2484672572490.787,2484672572490.787,2
a24082,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,264876900000.0,264876900000.0,2
a24265,0.0,0.0,0,0.0,0.0,0,10597564422617.893,10597564422617.893,10,24813939998162.5,24813939998162.5,10
a15023,0.0,0.0,0,13899830000.0,13899830000.0,2,0.0,0.0,0,23790000000.0,23790000000.0,1
a30930,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,5
a16573,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,3000000000.0,3000000000.0,1
a14480,0.0,0.0,0,40691520000.0,40691520000.0,5,0.0,0.0,0,45829200000.0,45829200000.0,4
