account,normal_fprofit,normal_fpprofit,normal_fsize,abnormal_fprofit,abnormal_fpprofit,abnormal_fsize,bad_fprofit,bad_fpprofit,bad_fsize,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,normal_bprofit,normal_bpprofit,normal_bsize,abnormal_bprofit,abnormal_bpprofit,abnormal_bsize,bad_bprofit,bad_bpprofit,bad_bsize,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize
a03719,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009961000000000.0,1009961000000000.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009991600000000.0,1009991600000000.0,2
a27547,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,889800000000.0,889800000000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,914370000000.0,914370000000.0,1
a27330,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000160000000.0,1000160000000.0,2
a13612,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,66700000000.0,66700000000.0,1
a09352,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6072460700000.0,6072460700000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9981246519311.629,9981246519311.629,5
a27796,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,669600000000.0,669600000000.0,1
a15092,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2525860832000.0,2525860832000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1339080000000.0,1339080000000.0,3
a19194,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,112770000000.0,112770000000.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,204060000000.0,204060000000.0,1
a28582,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0009961e+16,1.0009961e+16,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.00099916e+16,1.00099916e+16,2
a29319,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009922000000000.0,1009922000000000.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009983200000000.0,1009983200000000.0,2
a11570,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,32010000000.0,32010000000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5
a17847,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1181482000.0,1181482000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14219799063.04,14219799063.04,3
a25349,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5003650000000.0,5003650000000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5004700000000.0,5004700000000.0,1
a30195,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1091090700000.0,1091090700000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1101380700000.0,1101380700000.0,1
a07119,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,27479880000.0,27479880000.0,1
a20916,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.000995023e+16,1.000995023e+16,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0009991180000002e+16,1.0009991180000002e+16,2
a22451,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9882780000000.0,9882780000000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9899790000000.0,9899790000000.0,2
a10688,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11505388784000.0,11505388784000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9979262420990.65,9979262420990.65,3
a20498,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7966320280000.0,7966320280000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,54000000000.0,54000000000.0,5
a09183,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3070341059889.0,3070341059889.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3884040000000.0,3884040000000.0,1
a02908,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,196780409568.1773,196780409568.1773,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,495380000000.0,495380000000.0,2
a28337,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,499120000000.0,499120000000.0,3
a09064,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009869350000000.0,1009869350000000.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009971860000000.0,1009971860000000.0,2
a10261,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,28415804100000.0,28415804100000.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,28432398481328.145,28432398481328.145,1
a07658,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,48502395900000.0,48502395900000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,173482799530000.0,173482799530000.0,5
a02857,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,34200000000.0,34200000000.0,2
